"Perioden";"Wijken en buurten";"Regiocode (gemeente, wijk, buurt) (code)";"Particuliere huishoudens (Aantal)";"Opleidingsniveau/Laag/Waarde (%)";"Opleidingsniveau/Middelbaar/Waarde (%)";"Opleidingsniveau/Hoog/Waarde (%)";"SES-WOA/Totaalscore/Gemiddelde score (Getal)"
"2019";"Buurt 9";"BU03637803";"    2600";"    37.6";"    38.5";"    23.9";"  -0.476"
"2019";"Eendrachtspark";"BU03637804";"     200";"    32.1";"    31.5";"    36.4";"  -0.471"
"2019";"Eendracht";"WK036379  ";"    1000";"    23.8";"    39.0";"    37.2";"   0.020"
"2019";"Osdorper Binnenpolder";"BU03637900";"       0";"       .";"       .";"       .";"       ."
"2019";"Buurt 10";"BU03637901";"    1000";"    23.8";"    39.1";"    37.1";"   0.017"
"2019";"Lutkemeer/Ookmeer";"WK036380  ";"     400";"    23.5";"    35.2";"    41.3";"   0.001"
"2019";"Ookmeer";"BU03638000";"       0";"       .";"       .";"       .";"       ."
"2019";"Osdorper Bovenpolder";"BU03638001";"     300";"    23.2";"    34.9";"    41.9";"   0.035"
"2019";"Bedrijvenpark Lutkemeer";"BU03638002";"       0";"       .";"       .";"       .";"       ."
"2019";"Osdorp-Oost";"WK036381  ";"    8500";"    32.5";"    36.2";"    31.2";"  -0.358"
"2019";"Wildeman";"BU03638100";"    2500";"    44.5";"    36.3";"    19.2";"  -0.678"
"2019";"Meer en Oever";"BU03638101";"    1600";"    22.4";"    32.3";"    45.3";"   0.011"
"2019";"Osdorpplein e.o.";"BU03638102";"    1400";"    29.3";"    34.6";"    36.1";"  -0.232"
"2019";"Calandlaan/Lelylaan";"BU03638103";"     700";"    34.8";"    35.8";"    29.4";"  -0.413"
"2019";"Osdorp Zuidoost";"BU03638104";"    2300";"    27.7";"    40.2";"    32.1";"  -0.327"
"2019";"Osdorp-Midden";"WK036382  ";"    6900";"    31.6";"    37.3";"    31.1";"  -0.345"
"2019";"Osdorp Midden Noord";"BU03638200";"    1200";"    41.9";"    38.4";"    19.6";"  -0.645"
"2019";"Osdorp Midden Zuid";"BU03638201";"    1500";"    35.1";"    36.7";"    28.3";"  -0.459"
"2019";"Zuidwestkwadrant Osdorp Noord";"BU03638202";"    1400";"    34.4";"    38.3";"    27.3";"  -0.437"
"2019";"Zuidwestkwadrant Osdorp Zuid";"BU03638203";"    2800";"    24.0";"    36.7";"    39.3";"  -0.113"
"2019";"De Punt";"WK036383  ";"    2700";"    28.6";"    39.7";"    31.7";"  -0.263"
"2019";"De Punt";"BU03638300";"    2700";"    28.6";"    39.6";"    31.8";"  -0.263"
"2019";"Bedrijvencentrum Osdorp";"BU03638301";"       0";"       .";"       .";"       .";"       ."
"2019";"Middelveldsche Akerpolder";"WK036384  ";"    5800";"    21.5";"    35.0";"    43.6";"   0.095"
"2019";"Middelveldsche Akerpolder";"BU03638400";"    1700";"    26.2";"    39.8";"    34.0";"  -0.106"
"2019";"De Aker West";"BU03638401";"    1900";"    20.3";"    34.0";"    45.7";"   0.146"
"2019";"De Aker Oost";"BU03638402";"    2200";"    18.8";"    32.0";"    49.1";"   0.207"
"2019";"Slotervaart Noord";"WK036385  ";"    3700";"    27.8";"    33.0";"    39.2";"  -0.226"
"2019";"Oostoever Sloterplas";"BU03638500";"    1200";"    20.2";"    27.6";"    52.2";"   0.184"
"2019";"Emanuel van Meterenbuurt";"BU03638501";"    1000";"    25.2";"    30.0";"    44.8";"  -0.177"
"2019";"Jacob Geelbuurt";"BU03638502";"    1500";"    35.5";"    39.1";"    25.4";"  -0.572"
"2019";"Overtoomse Veld";"WK036386  ";"    6600";"    22.2";"    30.9";"    46.8";"  -0.184"
"2019";"Overtoomse Veld Noord";"BU03638600";"    2400";"    33.0";"    29.6";"    37.4";"  -0.339"
"2019";"Overtoomse Veld Zuid";"BU03638601";"    2300";"    18.3";"    28.8";"    52.8";"  -0.045"
"2019";"Rembrandtpark Noord";"BU03638602";"     600";"     8.8";"    49.6";"    41.6";"  -0.318"
"2019";"Rembrandtpark Zuid";"BU03638603";"     500";"     7.0";"    23.9";"    69.1";"   0.283"
"2019";"Johan Jongkindbuurt";"BU03638604";"     300";"    49.3";"    32.9";"    17.8";"  -0.837"
"2019";"Lucas/Andreasziekenhuis e.o.";"BU03638605";"     400";"     5.3";"    29.4";"    65.3";"  -0.037"
"2019";"Westlandgracht";"WK036387  ";"    6100";"    15.6";"    30.9";"    53.5";"  -0.157"
"2019";"Koningin Wilhelminaplein";"BU03638700";"    1600";"     8.7";"    25.9";"    65.4";"   0.278"
"2019";"Andreasterrein";"BU03638701";"     500";"    15.6";"    21.0";"    63.4";"   0.233"
"2019";"Delflandpleinbuurt Oost";"BU03638702";"     800";"    22.0";"    33.0";"    45.0";"  -0.326"
"2019";"Delflandpleinbuurt West";"BU03638703";"    1900";"    21.0";"    33.7";"    45.3";"  -0.251"
"2019";"Riekerhaven";"BU03638704";"     500";"    26.2";"    37.1";"    36.7";"  -0.971"
"2019";"Schipluidenbuurt";"BU03638705";"     800";"     3.1";"    34.5";"    62.4";"  -0.374"
"2019";"Sloter-/Riekerpolder";"WK036388  ";"    6100";"    17.3";"    32.6";"    50.1";"   0.207"
"2019";"Riekerpolder";"BU03638800";"       0";"       .";"       .";"       .";"       ."
"2019";"Park Haagseweg";"BU03638801";"     400";"     7.9";"    23.4";"    68.7";"   0.538"
"2019";"Nieuwe Meer";"BU03638802";"     100";"       .";"       .";"       .";"       ."
"2019";"Sloterweg e.o.";"BU03638803";"     100";"     6.5";"    29.0";"    64.5";"   0.408"
"2019";"Nieuw Sloten Noordwest";"BU03638804";"    1300";"    20.1";"    32.5";"    47.4";"   0.153"
"2019";"Nieuw Sloten Noordoost";"BU03638805";"    1400";"    21.3";"    35.3";"    43.4";"   0.125"
"2019";"Belgiëplein e.o.";"BU03638806";"     600";"    26.8";"    31.3";"    41.8";"  -0.063"
"2019";"Nieuw Sloten Zuidwest";"BU03638807";"     900";"     8.8";"    28.0";"    63.2";"   0.524"
"2019";"Nieuw Sloten Zuidoost";"BU03638808";"     900";"    15.5";"    38.1";"    46.4";"   0.159"
"2019";"Dorp Sloten";"BU03638809";"     300";"    14.2";"    35.6";"    50.2";"   0.276"
"2019";"Slotervaart Zuid";"WK036389  ";"    5500";"    25.6";"    37.6";"    36.8";"  -0.369"
"2019";"Louis Chrispijnbuurt";"BU03638900";"    1600";"    29.8";"    37.7";"    32.5";"  -0.364"
"2019";"Jacques Veltmanbuurt";"BU03638901";"    1900";"    22.5";"    33.3";"    44.2";"  -0.260"
"2019";"Staalmanbuurt";"BU03638902";"    1300";"    29.7";"    32.6";"    37.7";"  -0.307"
"2019";"Medisch Centrum Slotervaart";"BU03638903";"     700";"    15.6";"    59.5";"    24.9";"  -0.819"
"2019";"Buitenveldert-West";"WK036390  ";"    7600";"    18.8";"    28.0";"    53.1";"   0.072"
"2019";"Gelderlandpleinbuurt";"BU03639000";"    2600";"    19.6";"    28.1";"    52.2";"   0.041"
"2019";"Buitenveldert Midden Zuid";"BU03639002";"    2100";"    14.3";"    28.1";"    57.6";"   0.118"
"2019";"Buitenveldert Zuidwest";"BU03639003";"    2300";"    22.5";"    28.4";"    49.1";"   0.028"
"2019";"Amsterdamse Bos";"BU03639004";"       0";"       .";"       .";"       .";"       ."
