"Perioden";"Wijken en buurten";"Regiocode (gemeente, wijk, buurt) (code)";"Particuliere huishoudens (Aantal)";"Opleidingsniveau/Laag/Waarde (%)";"Opleidingsniveau/Middelbaar/Waarde (%)";"Opleidingsniveau/Hoog/Waarde (%)";"SES-WOA/Totaalscore/Gemiddelde score (Getal)"
"2019";"Nelson Mandelapark";"BU03639310";"       0";"       .";"       .";"       .";"       ."
"2019";"Bijlmer Oost (E,G,K)";"WK036394  ";"   15100";"    32.6";"    38.0";"    29.4";"  -0.413"
"2019";"E-buurt";"BU03639400";"     800";"    14.1";"    44.2";"    41.7";"  -0.072"
"2019";"G-buurt West";"BU03639401";"    1800";"    27.5";"    38.1";"    34.4";"  -0.220"
"2019";"Bijlmermuseum Noord";"BU03639402";"    1300";"    48.4";"    32.6";"    19.0";"  -0.800"
"2019";"Kortvoort";"BU03639403";"    1600";"    42.1";"    39.1";"    18.8";"  -0.697"
"2019";"Kelbergen";"BU03639404";"     500";"    34.8";"    40.7";"    24.5";"  -0.393"
"2019";"K-buurt Midden";"BU03639405";"    1300";"    34.0";"    41.7";"    24.2";"  -0.591"
"2019";"K-buurt Zuidoost";"BU03639406";"     500";"    22.2";"    37.3";"    40.4";"  -0.046"
"2019";"K-buurt Zuidwest";"BU03639407";"     600";"    28.5";"    41.2";"    30.3";"  -0.240"
"2019";"Grunder/Koningshoef";"BU03639408";"     800";"    26.4";"    39.6";"    34.0";"  -0.174"
"2019";"G-buurt Oost";"BU03639409";"    1900";"    21.5";"    35.5";"    43.0";"  -0.072"
"2019";"Kantershof";"BU03639410";"    1200";"    35.8";"    36.5";"    27.7";"  -0.364"
"2019";"Gooise Kant";"BU03639411";"     100";"     7.5";"    34.6";"    57.9";"   0.429"
"2019";"G-buurt Noord";"BU03639412";"    1000";"    50.0";"    36.6";"    13.4";"  -0.967"
"2019";"Bijlmermuseum Zuid";"BU03639413";"    1700";"    34.6";"    37.4";"    28.0";"  -0.551"
"2019";"Nellestein";"WK036395  ";"    1700";"    20.2";"    36.8";"    42.9";"  -0.004"
"2019";"L-buurt";"BU03639500";"    1700";"    20.3";"    36.8";"    42.9";"  -0.006"
"2019";"Gaasperpark";"BU03639501";"       0";"       .";"       .";"       .";"       ."
"2019";"Gaasperplas";"BU03639502";"       0";"       .";"       .";"       .";"       ."
"2019";"Holendrecht/Reigersbos";"WK036396  ";"    9100";"    33.3";"    39.7";"    26.9";"  -0.413"
"2019";"Holendrecht West";"BU03639600";"    1500";"    45.2";"    40.4";"    14.4";"  -0.832"
"2019";"Reigersbos Noord";"BU03639601";"    2000";"    41.5";"    39.5";"    19.0";"  -0.628"
"2019";"Holendrecht Oost";"BU03639602";"    1200";"    21.2";"    37.4";"    41.4";"   0.039"
"2019";"Gaasperdam Noord";"BU03639603";"    1000";"    29.6";"    40.3";"    30.0";"  -0.353"
"2019";"Gaasperdam Zuid";"BU03639604";"     900";"    30.9";"    41.0";"    28.0";"  -0.381"
"2019";"Reigersbos Midden";"BU03639605";"    1300";"    31.0";"    39.9";"    29.1";"  -0.332"
"2019";"Reigersbos Zuid";"BU03639606";"    1200";"    24.2";"    40.0";"    35.8";"  -0.130"
"2019";"Gein";"WK036397  ";"    5500";"    27.1";"    38.9";"    34.0";"  -0.203"
"2019";"Gein Noordwest";"BU03639700";"    1600";"    34.9";"    39.5";"    25.6";"  -0.505"
"2019";"Gein Zuidwest";"BU03639701";"     900";"    32.7";"    42.3";"    25.0";"  -0.483"
"2019";"Gein Noordoost";"BU03639702";"    1400";"    13.6";"    34.7";"    51.8";"   0.340"
"2019";"Gein Zuidoost";"BU03639703";"    1600";"    27.7";"    40.2";"    32.1";"  -0.212"
"2019";"Driemond";"WK036398  ";"     700";"    20.7";"    38.5";"    40.8";"   0.157"
"2019";"Dorp Driemond";"BU03639800";"     600";"    21.2";"    39.8";"    39.0";"   0.131"
"2019";"Landelijk gebied Driemond";"BU03639801";"       0";"       .";"       .";"       .";"       ."
