"Perioden";"Wijken en buurten";"Regiocode (gemeente, wijk, buurt) (code)";"Particuliere huishoudens (Aantal)";"Opleidingsniveau/Laag/Waarde (%)";"Opleidingsniveau/Middelbaar/Waarde (%)";"Opleidingsniveau/Hoog/Waarde (%)";"SES-WOA/Totaalscore/Gemiddelde score (Getal)"
"2019";"Nieuwendammerdijk/Buiksloterdijk";"WK036364  ";"     600";"     6.0";"    17.7";"    76.3";"   0.625"
"2019";"Buiksloterdijk West";"BU03636400";"     100";"       .";"       .";"       .";"       ."
"2019";"Buiksloterdijk Oost";"BU03636401";"     100";"       .";"       .";"       .";"       ."
"2019";"Nieuwendammerdijk West";"BU03636402";"     400";"     6.2";"    17.6";"    76.1";"   0.647"
"2019";"Nieuwendammerdijk Oost";"BU03636403";"     100";"     6.8";"    16.5";"    76.7";"   0.594"
"2019";"Nieuwendammerdijk Zuid";"BU03636404";"       0";"       .";"       .";"       .";"       ."
"2019";"Tuindorp Oostzaan";"WK036365  ";"    5400";"    30.4";"    36.8";"    32.8";"  -0.223"
"2019";"Tuindorp Oostzaan West";"BU03636500";"     600";"    34.4";"    40.6";"    25.0";"  -0.288"
"2019";"Tuindorp Oostzaan Oost";"BU03636501";"    2000";"    31.3";"    39.0";"    29.7";"  -0.240"
"2019";"Terrasdorp";"BU03636502";"    2100";"    33.8";"    37.7";"    28.5";"  -0.377"
"2019";"De Bongerd";"BU03636503";"     800";"    15.7";"    25.5";"    58.8";"   0.293"
"2019";"Oostzanerwerf";"WK036366  ";"    4000";"    27.2";"    38.9";"    34.0";"  -0.117"
"2019";"Oostzanerdijk";"BU03636601";"     200";"    18.3";"    31.4";"    50.4";"   0.149"
"2019";"Walvisbuurt";"BU03636602";"     600";"    19.8";"    42.5";"    37.7";"   0.136"
"2019";"Twiske West";"BU03636603";"    1000";"    18.0";"    33.1";"    49.0";"   0.239"
"2019";"Noorder IJplas";"BU03636604";"     100";"       .";"       .";"       .";"       ."
"2019";"Molenwijk";"BU03636605";"    1500";"    38.4";"    39.7";"    21.9";"  -0.544"
"2019";"Circus/Kermisbuurt";"BU03636606";"     700";"    25.4";"    44.3";"    30.3";"  -0.003"
"2019";"Kadoelen";"WK036367  ";"    1400";"    17.8";"    35.1";"    47.1";"   0.208"
"2019";"Kadoelen";"BU03636700";"     900";"    15.6";"    30.1";"    54.3";"   0.299"
"2019";"Twiske Oost";"BU03636701";"     500";"    22.1";"    44.7";"    33.3";"   0.032"
"2019";"Waterlandpleinbuurt";"WK036368  ";"    5800";"    30.4";"    36.9";"    32.7";"  -0.284"
"2019";"Baanakkerspark Noord";"BU03636800";"     400";"    18.5";"    36.0";"    45.5";"   0.058"
"2019";"Baanakkerspark Zuid";"BU03636801";"     300";"    15.7";"    31.3";"    53.0";"   0.110"
"2019";"Werengouw Midden";"BU03636802";"    2500";"    32.4";"    37.2";"    30.4";"  -0.341"
"2019";"Markengouw Midden";"BU03636803";"    1300";"    29.1";"    38.9";"    32.0";"  -0.291"
"2019";"Markengouw Zuid";"BU03636804";"     700";"    33.9";"    41.1";"    25.0";"  -0.382"
"2019";"Werengouw Zuid";"BU03636805";"     600";"    34.6";"    29.9";"    35.5";"  -0.300"
"2019";"Buikslotermeer";"WK036369  ";"    5800";"    29.0";"    38.7";"    32.3";"  -0.358"
"2019";"Rode Kruisbuurt";"BU03636900";"     100";"       .";"       .";"       .";"       ."
"2019";"Loenermark";"BU03636902";"     900";"    29.4";"    35.7";"    34.9";"  -0.263"
"2019";"Buikslotermeerplein";"BU03636909";"     600";"    31.4";"    36.9";"    31.7";"  -0.260"
"2019";"Plan van Gool";"BU03636910";"    1500";"    28.7";"    36.0";"    35.3";"  -0.344"
"2019";"De Kleine Wereld";"BU03636911";"    1200";"    42.1";"    36.7";"    21.1";"  -0.652"
"2019";"Buikslotermeer Noord";"BU03636912";"    1500";"    19.2";"    46.4";"    34.5";"  -0.279"
"2019";"Banne Buiksloot";"WK036370  ";"    6400";"    32.6";"    36.8";"    30.6";"  -0.340"
"2019";"Banne Zuidwest";"BU03637000";"    1500";"    35.6";"    35.5";"    28.9";"  -0.398"
"2019";"Banne Zuidoost";"BU03637001";"    1800";"    29.6";"    35.2";"    35.2";"  -0.236"
"2019";"Banne Noordwest";"BU03637002";"    1200";"    37.6";"    40.6";"    21.8";"  -0.522"
"2019";"Banne Noordoost";"BU03637003";"    1500";"    32.1";"    39.1";"    28.8";"  -0.369"
"2019";"Buiksloterbreek";"BU03637004";"     100";"     9.0";"    18.5";"    72.6";"   0.578"
"2019";"Marjoleinterrein";"BU03637005";"     200";"    24.7";"    31.3";"    44.1";"  -0.111"
"2019";"Noordelijke IJ-oevers West";"WK036371  ";"    2400";"     7.5";"    36.4";"    56.0";"  -0.086"
"2019";"Papaverweg e.o.";"BU03637102";"     400";"     6.7";"    20.8";"    72.4";"   0.488"
"2019";"Cornelis Douwesterrein";"BU03637104";"       0";"       .";"       .";"       .";"       ."
"2019";"NDSM terrein";"BU03637105";"    1200";"     8.1";"    51.8";"    40.1";"  -0.642"
"2019";"Buiksloterham";"BU03637106";"     100";"       .";"       .";"       .";"       ."
"2019";"Overhoeks";"BU03637107";"     700";"     7.1";"    20.4";"    72.5";"   0.498"
"2019";"Noordelijke IJ-oevers Oost";"WK036372  ";"     200";"    13.8";"    32.9";"    53.3";"  -0.104"
"2019";"Bedrijventerrein Hamerstraat";"BU03637200";"     200";"    14.0";"    33.2";"    52.8";"  -0.095"
"2019";"Zamenhofstraat e.o.";"BU03637201";"       0";"       .";"       .";"       .";"       ."
"2019";"Bedrijventerrein Nieuwendammerdijk";"BU03637202";"       0";"       .";"       .";"       .";"       ."
